,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene-Z5277,2172.901287,0.685334094,1.385233771,0.494742554,0.620781859,NA
gene-Z2974,2537.775276,-0.68470628,1.384107755,-0.494691456,0.620817934,NA
gene-Z0304,4435.435464,-0.682684527,1.381437857,-0.49418403,0.621176218,NA
gene-Z5694,59.5818788,0.800804771,1.62175485,0.49378904,0.621455174,NA
gene-Z3263,660.3672216,-0.691926252,1.401362803,-0.493752403,0.621481051,NA
gene-Z5215,7717.036217,0.679983072,1.37985371,0.492793597,0.622158436,0.861194547
gene-Z3798,82730.0847,-0.679007305,1.377986751,-0.492753145,0.622187022,0.861194547
gene-Z1724,23542.19129,-0.677907278,1.378385209,-0.491812647,0.622851795,0.861355784
gene-Z2057,77.28361976,0.770800479,1.569058885,0.491250192,0.623249503,NA
gene-Z0708,1019.284701,-0.684164951,1.392927813,-0.491170429,0.623305912,NA
gene-Z3463,644.9474113,0.687240941,1.401928615,0.49021108,0.623984541,NA
gene-Z5124,322.1045698,-0.698261568,1.425267408,-0.489916182,0.624193211,NA
gene-Z0890,161.1110111,0.720791418,1.472492276,0.48950438,0.624484655,NA
gene-Z3661,2977.080472,-0.676786544,1.382771633,-0.489442022,0.624528792,NA
gene-Z0051,431.7211325,0.690903695,1.413666903,0.488731606,0.625031725,NA
gene-Z5742,1187.191167,0.679651055,1.390741983,0.488696727,0.625056421,NA
gene-Z3486,2678.332133,-0.675417529,1.383260542,-0.488279329,0.625352001,NA
gene-Z2660,2103.000383,0.676024995,1.384931415,0.488128861,0.625458569,NA
gene-Z3286,127.3854193,-0.729678831,1.494959592,-0.488092678,0.625484197,NA
gene-Z4559,4921.906152,-0.672073216,1.380490465,-0.486836551,0.626374166,NA
gene-Z4139,21753.82886,0.670775864,1.378039635,0.486760937,0.626427756,0.86213093
gene-Z2358,2.265151686,-2.209404369,4.540913369,-0.486555058,0.626573679,NA
gene-Z3357,2.265151686,-2.209404369,4.540913369,-0.486555058,0.626573679,NA
gene-Z2090,40605.10913,0.670049002,1.377669825,0.486363997,0.626709112,0.86213093
gene-Z4716,8368.862978,0.670714756,1.379166748,0.486318828,0.626741132,0.86213093
gene-Z1944,266.9187632,0.697427206,1.435309872,0.485907064,0.627033059,NA
gene-Z3854,103655.5895,0.668555703,1.377354253,0.48539125,0.627398838,0.86213093
gene-Z1412,1046.416185,0.675474849,1.392229068,0.48517508,0.627552157,NA
gene-Z5613,207.3033266,0.704227185,1.451506713,0.485169775,0.627555921,NA
gene-Z5834,12.71840725,-1.109919846,2.288125658,-0.485078187,0.627620885,NA
gene-Z4453,9892.336887,0.668343698,1.378748798,0.484746532,0.627856154,0.86213093
gene-Z3831,10051.45121,-0.668129446,1.378691959,-0.484611114,0.627952228,0.86213093
gene-Z2217,24603.84271,0.66680607,1.377731722,0.483988326,0.628394154,0.86213093
gene-Z2111,3.03698115,1.960422763,4.05186979,0.48383163,0.628505366,NA
gene-Z3839,1775.543344,-0.669561393,1.385798082,-0.483159417,0.628982548,NA
gene-Z4654,32925.02005,0.665540297,1.377501854,0.483150201,0.628989092,0.86213093
gene-Z4542,36724.31703,-0.665441053,1.37744117,-0.483099436,0.629025134,0.86213093
gene-Z2748,281181.92,-0.664812872,1.377045425,-0.482782092,0.629250467,0.86213093
gene-Z1864,2246.644558,-0.668021414,1.383925624,-0.482700373,0.629308499,NA
gene-Z2438,13661.07948,-0.664942685,1.378111804,-0.482502714,0.629448871,0.86213093
gene-Z4093,1187.728092,-0.670659275,1.390064957,-0.482466141,0.629474846,NA
gene-Z4511,290.3253306,0.689344822,1.430382189,0.481930513,0.629855309,NA
gene-Z1085,596.5570597,0.675424234,1.403152989,0.481361789,0.630259389,NA
gene-Z2394,99.26398057,0.73539532,1.527866032,0.48132186,0.630287763,NA
gene-Z1485,1706.934416,-0.667024156,1.385996661,-0.481259569,0.630332028,NA
gene-Z1884,29.71543434,-0.878251873,1.825967467,-0.480978927,0.630531476,NA
gene-Z5512,602.6645798,0.674094035,1.402821014,0.480527472,0.630852374,NA
gene-Z4614,4402.599154,0.66306632,1.380386766,0.480348216,0.63097981,NA
gene-Z1735,1449.160154,-0.666408406,1.387535346,-0.480282112,0.631026807,NA
gene-Z0138,3402.140381,-0.6632416,1.381366197,-0.480134523,0.631131741,NA
gene-Z0644,1544.564988,-0.665735779,1.386854136,-0.48003302,0.631203914,NA
gene-Z0942,728.0700887,-0.669268354,1.39796934,-0.478743227,0.63212131,NA
gene-Z4099,35618.18473,0.659224852,1.377109998,0.478701668,0.632150879,0.864229261
gene-Z3368,36.39343709,0.841161719,1.757574619,0.478592322,0.632228681,NA
gene-Z3342,5.95650999,-1.431840556,2.99329544,-0.478349226,0.632401666,NA
gene-Z1745,2757.595663,-0.66101245,1.382282061,-0.478203739,0.632505201,NA
gene-Z5125,397.6264049,-0.676693992,1.415365417,-0.478105501,0.632575117,NA
gene-Z2026,9465.448078,0.658943732,1.378287675,0.478088678,0.63258709,0.864229261
gene-Z2073,1216.369677,0.664312028,1.389562848,0.478072675,0.63259848,NA
gene-Z5915,269.8718498,-0.684962003,1.433309291,-0.477888483,0.632729579,NA
gene-Z1949,9730.40371,-0.658581645,1.378202723,-0.477855423,0.632753111,0.864229261
gene-Z4091,33.13833023,0.855490843,1.790454047,0.477806646,0.63278783,NA
gene-Z1019,1117.877526,-0.664245192,1.390497267,-0.477703342,0.632861365,NA
gene-Z1696,4520.907188,0.658695913,1.380049628,0.477298714,0.633149426,NA
gene-Z3526,4565.673297,0.658665577,1.380014615,0.477288841,0.633156456,NA
gene-Z5719,2512.103557,-0.659861993,1.382754359,-0.477208398,0.633213731,NA
gene-Z1491,368.347222,-0.676818734,1.418324096,-0.477196105,0.633222485,NA
gene-Z2560,686.9114436,-0.667631527,1.399109471,-0.477183195,0.633231677,NA
gene-Z3680,29638.43597,0.657007001,1.377072694,0.47710408,0.63328801,0.864229261
gene-Z2802,7359.729512,-0.656882274,1.378610508,-0.476481407,0.633731451,0.864229261
gene-Z5490,903.2250402,0.663722824,1.393869382,0.476172899,0.633951206,NA
gene-Z4232,5483.328192,-0.65581244,1.379256914,-0.475482438,0.634443148,NA
gene-Z2575,685.5020159,0.665312072,1.399293672,0.475462789,0.63445715,NA
gene-Z4492,87.66975971,0.735041747,1.546160541,0.475398077,0.634503265,NA
gene-Z5972,2774.525574,-0.655974537,1.381966826,-0.474667355,0.63502409,NA
gene-Z4604,18697.93789,-0.653390052,1.377163038,-0.474446404,0.635181609,0.8654556
gene-Z5660,659.461161,0.664047351,1.400094798,0.474287421,0.63529496,NA
gene-Z4157,961.2297023,0.660406877,1.392667617,0.474202796,0.6353553,NA
gene-Z5981,120.0027027,-0.711208228,1.500658499,-0.473930763,0.635549281,NA
gene-Z0786,3474.675571,-0.653887761,1.380749604,-0.473574469,0.635803385,NA
gene-Z5361,3130.523525,-0.653809053,1.381225024,-0.47335448,0.6359603,NA
gene-Z4460,363.8001397,0.671663941,1.419041212,0.473322364,0.635983209,NA
gene-Z0063,97493.52123,-0.651397424,1.376394387,-0.473263645,0.636025096,0.86581578
gene-Z4724,4777.339138,-0.652376947,1.379474762,-0.472916914,0.636272457,NA
gene-Z4584,6085.439068,0.652059515,1.378805169,0.472916355,0.636272856,NA
gene-Z1966,133.8620752,0.704447969,1.489598406,0.472911334,0.636276438,NA
gene-Z0731,5925.234118,-0.651720308,1.378822462,-0.472664411,0.636452621,NA
gene-Z0132,15050.7081,-0.650749183,1.377213216,-0.472511573,0.636561683,0.86581578
gene-Z3180,1842.138804,0.65398495,1.384718308,0.472287357,0.636721693,NA
gene-Z0693,108.2239139,0.714809618,1.515092278,0.471792794,0.637074695,NA
gene-Z1218,11.77878877,1.112457858,2.359285822,0.47152314,0.637267199,NA
gene-Z3455,127.3518615,0.704807083,1.495029929,0.471433427,0.63733125,NA
gene-Z3556,11286.2609,0.649342484,1.377489748,0.471395511,0.637358321,0.86581578
gene-Z4562,14919.12795,-0.648596666,1.377102763,-0.470986395,0.63765045,0.86581578
gene-Z2992,312.1211235,0.670403998,1.425746498,0.470212621,0.638203118,NA
gene-Z2231,22581.3475,-0.646379309,1.376634145,-0.469536014,0.638686549,0.86647372
gene-Z4181,156.8491701,-0.690730552,1.472039538,-0.469233695,0.638902603,NA
gene-Z2513,861.0932188,-0.653714502,1.393923817,-0.46897434,0.639087978,NA
gene-Z1908,96.86459767,-0.716614633,1.528369977,-0.468875105,0.639158912,NA
gene-Z5094,707.9186281,0.65445639,1.397989502,0.468141133,0.639683666,NA
gene-Z2157,8744.055992,-0.644627569,1.377603496,-0.467934039,0.63983176,0.867278426
gene-Z5923,84.01195921,0.725441856,1.552377649,0.467310165,0.640277985,NA
gene-Z5775,535.7671,0.656366321,1.404955661,0.467179384,0.640371542,NA
gene-Z1291,186.5310466,-0.680145056,1.456990662,-0.466814972,0.640632263,NA
gene-Z3285,268.0093917,-0.66872139,1.432789856,-0.466726776,0.64069537,NA
gene-Z0555,1336.724736,0.647389082,1.38749115,0.466589702,0.640793456,NA
gene-Z5689,1191.637576,0.64718548,1.388870198,0.465979816,0.641229948,NA
gene-Z2161,284.2513683,0.666116829,1.430165723,0.465761987,0.641385877,NA
gene-Z1056,862.5865411,0.649160173,1.393853427,0.465730586,0.641408356,NA
gene-Z0675,53.25623298,-0.76467362,1.641964886,-0.465706439,0.641425643,NA
gene-Z5216,1861.149299,0.643660312,1.384063133,0.465051266,0.641894744,NA
gene-Z5092,1300.515867,0.64528531,1.387693576,0.465005619,0.641927433,NA
gene-Z2308,2210.351794,0.642849579,1.38271846,0.464917189,0.641990761,NA
gene-Z2140,112.5025338,0.701603258,1.509432678,0.464812554,0.642065697,NA
gene-Z2504,77.50174548,0.727801096,1.56604976,0.464736891,0.642119887,NA
gene-Z0381,1041.466409,0.646232588,1.390662613,0.464694011,0.642150597,NA
gene-Z0729,9877.386886,-0.639917532,1.37714554,-0.464669502,0.642168152,0.86958452
gene-Z0313,58.3737979,0.75401072,1.623478813,0.464441367,0.642331558,NA
gene-Z4074,3022.31639,0.641120297,1.380759794,0.46432428,0.642415431,NA
gene-Z0421,233.6126439,-0.668891376,1.440793845,-0.464251967,0.642467233,NA
gene-Z3525,4944.524111,-0.639748748,1.378671664,-0.464032709,0.642624311,NA
gene-Z5782,68926.26711,-0.638358148,1.375740311,-0.464010644,0.64264012,0.86958452
gene-Z2767,891.697935,0.646027046,1.393106082,0.463731409,0.642840191,NA
gene-Z2577,269.4355984,-0.662971555,1.432189255,-0.462907785,0.643430467,NA
gene-Z0394,78.92795209,0.721274218,1.562532474,0.461605906,0.644363959,NA
gene-Z5317,22019.43887,0.635010763,1.376038096,0.461477604,0.644455986,0.87067216
gene-Z2711,9738.742824,0.635238367,1.376932087,0.461343282,0.644552337,0.87067216
gene-Z1719,75.77351863,-0.72267666,1.567379766,-0.461073108,0.644746155,NA
gene-Z4837,3645.736471,-0.635850865,1.379553718,-0.460910551,0.644862781,NA
gene-Z5930,296.0637149,0.657898889,1.427633563,0.460831761,0.644919313,NA
gene-Z2065,139.164208,0.68394437,1.484399361,0.460754961,0.644974418,NA
gene-Z2266,1098.917367,-0.63929604,1.38935603,-0.460138385,0.645416893,NA
gene-Z0430,208.763091,0.66601452,1.448862451,0.459680986,0.645745219,NA
gene-Z0036,4690.340534,-0.633636911,1.378505892,-0.459654844,0.645763986,NA
gene-Z3398,7512.518188,0.632994604,1.377278544,0.459598101,0.645804722,0.871614449
gene-Z1500,981.2637105,0.639310364,1.391182134,0.459544691,0.645843067,NA
gene-Z0149,686.5926445,0.641590845,1.39794943,0.458951398,0.646269068,NA
gene-Z1882,100.3378303,-0.698497083,1.52250898,-0.458780272,0.646391963,NA
gene-Z5509,105.4553952,-0.694885872,1.515676443,-0.458465839,0.6466178,NA
gene-Z2176,145.2717282,0.67806228,1.479764324,0.458223157,0.646792125,NA
gene-Z4943,11950.83962,-0.630064553,1.376343096,-0.457781606,0.647109352,0.872625572
gene-Z0007,1059.01714,0.635649835,1.389843932,0.457353391,0.64741706,NA
gene-Z3039,69.16263149,0.724648878,1.586692554,0.456704026,0.647883797,NA
gene-Z5683,126.1437806,0.682554352,1.494847538,0.45660466,0.647955229,NA
gene-Z3121,53.28979078,0.750538462,1.644353496,0.456433768,0.648078088,NA
gene-Z5614,118.2073602,0.685520864,1.502516487,0.45624848,0.648211307,NA
gene-Z3437,3524.425014,-0.628272301,1.379288083,-0.45550477,0.648746137,NA
gene-Z4291,12253.01086,-0.626792297,1.376135568,-0.455472783,0.648769144,0.873820934
gene-Z3541,12171.07948,0.62613866,1.376124684,0.455001401,0.649108231,0.873820934
gene-Z3237,1094.856873,0.630867658,1.389115053,0.454150761,0.64972032,NA
gene-Z0919,3448.651495,-0.626213428,1.379272415,-0.454017221,0.649816432,NA
gene-Z5364,61164.22988,0.623533742,1.374971425,0.45348851,0.650197015,0.873945429
gene-Z0300,14374.36736,-0.623680673,1.375785471,-0.45332698,0.650313308,0.873945429
gene-Z1371,31.14164096,-0.817140624,1.805053968,-0.452695952,0.650767695,NA
gene-Z2052,8.003535958,-1.209452945,2.67243095,-0.452566584,0.650860866,NA
gene-Z4574,24749.03055,0.621994058,1.375259768,0.45227387,0.651071697,0.874216783
gene-Z5150,1193.785275,0.626234874,1.387712254,0.451271416,0.651793944,NA
gene-Z3177,3491.672598,0.622155076,1.379052775,0.451146676,0.651883839,NA
gene-Z0419,6917.102094,0.618888469,1.376698319,0.449545453,0.653038227,0.874990602
gene-Z5916,101.7640369,-0.682795192,1.519764858,-0.449276866,0.653231944,NA
gene-Z4193,47.51784871,-0.750026841,1.669618952,-0.449220368,0.653272696,NA
gene-Z0092,25229.22592,0.617480897,1.375007842,0.449074455,0.653377948,0.874990602
gene-Z5808,80.2702642,-0.698496947,1.556242563,-0.448835524,0.65355031,NA
gene-Z5160,79.24675122,-0.699458413,1.558444759,-0.448818226,0.653562789,NA
gene-Z4624,61.84703049,-0.720711481,1.606247199,-0.448692755,0.653653312,NA
gene-Z2881,9336.183422,-0.617388353,1.376022248,-0.448676141,0.653665298,0.874990602
gene-Z3454,201.0447963,0.650884957,1.450723537,0.448662299,0.653675285,NA
gene-Z4165,8158.556228,-0.617085137,1.376241552,-0.448384323,0.653875854,0.874990602
gene-Z0841,271.6671922,0.640641348,1.431190742,0.447628209,0.654421541,NA
gene-Z1866,185.1719556,0.651944815,1.456982972,0.447462206,0.65454137,NA
gene-Z4739,10110.04313,-0.615306754,1.375787348,-0.447239725,0.654701982,0.87535048
gene-Z5917,48.20578367,0.746336638,1.669258467,0.447106696,0.654798025,NA
gene-Z0528,3453.299251,0.616353017,1.37879383,0.447023335,0.654858211,NA
gene-Z4632,640.7191281,-0.624498421,1.398341806,-0.446599264,0.655164427,NA
gene-Z4200,502.1421816,-0.627439413,1.404928721,-0.446598752,0.655164797,NA
gene-Z2051,456.8727057,0.628933357,1.408322114,0.446583456,0.655175843,NA
gene-Z2201,181.9168488,0.651133944,1.458341333,0.446489398,0.655243769,NA
gene-Z0869,152.0000676,0.657392994,1.474277435,0.445908605,0.655663266,NA
gene-Z5282,9989.386052,-0.613276999,1.375698528,-0.445793164,0.65574666,0.876001704
gene-Z3966,872.6706608,0.620407244,1.392099944,0.445662861,0.655840796,NA
gene-Z1827,139.3823338,0.660476539,1.482956565,0.445378209,0.656046457,NA
gene-Z2934,161.3626946,0.653926005,1.468607236,0.445269497,0.656125009,NA
gene-Z3600,293.2448594,0.635280666,1.42689444,0.445219105,0.656161421,NA
gene-Z0748,3118.878967,-0.612201957,1.37899599,-0.443947597,0.657080471,NA
gene-Z4994,2966.946015,0.612212065,1.37930493,0.44385549,0.657147067,NA
gene-Z0778,5367.58733,-0.611034597,1.376892776,-0.443777909,0.657203161,NA
gene-Z3383,11152.70084,-0.610217883,1.375378806,-0.443672594,0.657279313,0.876602927
gene-Z2047,514.0719805,0.622960371,1.404339937,0.443596564,0.65733429,NA
gene-Z0217,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z0896,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z1178,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z1209,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z1210,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z1369,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z1611,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z1647,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z1810,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z1934,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z2081,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z2261,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z2360,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z2982,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z3331,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z3332,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z3336,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z4337,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z5378,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z5430,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z5487,0.620819351,-3.066970282,6.918508322,-0.443299356,0.657549222,NA
gene-Z0597,9622.834173,-0.609786662,1.375573335,-0.443296367,0.657551383,0.876602927
gene-Z4293,19537.67157,-0.608800729,1.374718274,-0.442854904,0.657870688,0.876602927
gene-Z5815,190.8767821,0.643534588,1.454188738,0.442538558,0.658099535,NA
gene-Z1507,121.6134772,-0.661022605,1.49644763,-0.441727857,0.658686149,NA
gene-Z0636,517.9479067,0.619034518,1.403914117,0.440934748,0.659260237,NA
gene-Z1363,58.99461725,0.713368895,1.618830373,0.440669329,0.659452404,NA
gene-Z3955,109.3313214,-0.665138629,1.509483523,-0.440639874,0.659473731,NA
gene-Z5716,1271.941398,-0.610582493,1.385964987,-0.440546838,0.659541097,NA
gene-Z4378,2724.205649,0.6072218,1.379505148,0.440173638,0.659811351,NA
gene-Z2960,3850.741088,-0.605736786,1.377732516,-0.439662111,0.660181848,NA
gene-Z5610,36747.0021,0.603296582,1.374072063,0.439057455,0.660619906,0.878838273
gene-Z3943,662.179343,-0.613357924,1.397003295,-0.439052596,0.660623426,NA
gene-Z5183,10882.14106,0.603652771,1.375087273,0.438992334,0.660667091,0.878838273
gene-Z0335,233.9817797,-0.630811117,1.438684596,-0.438463801,0.661050106,NA
gene-Z4182,88.86106171,-0.674537171,1.538789913,-0.438355597,0.661128529,NA
gene-Z4481,5286.4949,0.603426624,1.37657307,0.438354227,0.661129522,NA
gene-Z5982,678.1360782,0.612132858,1.396658172,0.438283948,0.66118046,NA
gene-Z4223,1024.95597,0.608252687,1.388870328,0.437947787,0.661424133,NA
gene-Z5688,771.7623479,0.610403411,1.393853442,0.437925102,0.661440578,NA
gene-Z0259,399.7069887,0.61803552,1.412447113,0.437563654,0.661702623,NA
gene-Z4840,2098.62109,-0.604125507,1.380941573,-0.437473618,0.661767905,NA
gene-Z4940,1580.606068,0.604811344,1.383451675,0.43717562,0.661983989,NA
gene-Z2240,14.631202,0.960457055,2.197145297,0.437138616,0.662010823,NA
gene-Z1492,391.7873472,-0.616964216,1.412717422,-0.436721602,0.662313261,NA
gene-Z3387,73.50836695,-0.685037897,1.570812656,-0.436104136,0.662761176,NA
gene-Z5428,194.7527083,0.632657364,1.452097686,0.435685126,0.663065199,NA
gene-Z5489,288.378978,0.621350689,1.427015091,0.435419844,0.663257709,NA
gene-Z1070,518.8875252,-0.61028435,1.403080769,-0.434960241,0.663591287,NA
gene-Z2145,514.5082319,0.61040384,1.403659259,0.434866109,0.663659616,NA
gene-Z6011,869.7007952,-0.604154958,1.391117234,-0.434294784,0.664074391,NA
gene-Z4945,179.7355916,-0.63271761,1.457401562,-0.434140889,0.664186135,NA
gene-Z5013,5437.08554,0.596055007,1.376112157,0.433144205,0.66491001,NA
gene-Z4966,1261.907615,0.59992941,1.385643879,0.432960748,0.665043286,NA
gene-Z0705,1256.823608,0.599169824,1.385653871,0.432409447,0.665443853,NA
gene-Z1505,294.0838045,0.616507394,1.425766088,0.432404305,0.66544759,NA
gene-Z3292,935.3901942,-0.600860564,1.389732597,-0.432356963,0.665481993,NA
gene-Z0142,3480.699197,0.595302377,1.377663755,0.432110067,0.665661419,NA
gene-Z3648,457.5270828,0.607739138,1.407167289,0.431888336,0.665822573,NA
gene-Z4948,1634.751583,-0.596555255,1.382602282,-0.431472784,0.666124638,NA
gene-Z0456,3243.479089,-0.594518979,1.377893701,-0.431469408,0.666127092,NA
gene-Z0465,105.4050585,0.65303363,1.515145708,0.431003848,0.666465573,NA
gene-Z3935,67.95455059,0.683621748,1.58784309,0.430534826,0.666806639,NA
gene-Z1264,5895.183105,-0.592265139,1.375668794,-0.430528875,0.666810967,NA
gene-Z2791,267.9422761,-0.613484517,1.429905199,-0.429038594,0.667895138,NA
gene-Z5027,14.14461386,-0.946422374,2.206496093,-0.42892547,0.667977464,NA
gene-Z2749,1597.787663,0.593060891,1.38274376,0.428901513,0.667994899,NA
gene-Z2325,31.93024933,0.771426871,1.798734108,0.428872098,0.668016306,NA
